continent,country,keyword,base_date,f_0-12,f_13-19,f_20-24,f_25-29,f_30-39,f_40-49,f_50-,m_0-12,m_13-19,m_20-24,m_25-29,m_30-39,m_40-49,m_50-,volume
동아시아,캄보디아,캄보디아여행,2024-11-01,0.0,0.019011406844106463,0.026615969581749048,0.04055766793409379,0.1267427122940431,0.10899873257287707,0.23954372623574144,0.0,0.0025348542458808617,0.026615969581749048,0.020278833967046894,0.058301647655259824,0.12801013941698353,0.20278833967046894,791.0
아프리카,이집트,이집트여행,2024-11-01,0.0,0.021437578814627996,0.03909205548549811,0.06809583858764187,0.19419924337957126,0.11223203026481715,0.2597730138713745,0.0,0.013871374527112233,0.011349306431273645,0.017654476670870115,0.08448928121059268,0.0605296343001261,0.11727616645649433,787.0
북아메리카,캐나다,캐나다여행,2024-11-01,0.004010695187165776,0.09090909090909091,0.09759358288770054,0.11497326203208556,0.1657754010695187,0.14304812834224598,0.15775401069518716,0.0,0.017379679144385027,0.02540106951871658,0.029411764705882353,0.04411764705882353,0.03074866310160428,0.07887700534759358,757.0
유럽,포르투갈,포르투갈여행,2024-11-01,0.0,0.014792899408284023,0.0621301775147929,0.10059171597633136,0.20710059171597633,0.15088757396449703,0.15236686390532544,0.0,0.0073964497041420114,0.028106508875739646,0.05473372781065089,0.11242603550295859,0.05621301775147929,0.05325443786982249,689.0
유럽,튀르키예,튀르키예여행,2024-11-01,0.0,0.028892455858747994,0.056179775280898875,0.0593900481540931,0.11556982343499198,0.14606741573033707,0.27768860353130015,0.0,0.008025682182985553,0.02086677367576244,0.04975922953451043,0.051364365971107544,0.060995184590690206,0.12520064205457465,648.0
동아시아,인도네시아,인도네시아여행,2024-11-01,0.0,0.0033003300330033004,0.03135313531353135,0.09075907590759076,0.11551155115511551,0.13861386138613863,0.12706270627062707,0.0,0.013201320132013201,0.034653465346534656,0.06765676567656766,0.13366336633663367,0.1188118811881188,0.1254125412541254,590.0
북아메리카,미국,미국여행,2024-11-01,0.00186219739292365,0.06890130353817504,0.1154562383612663,0.09497206703910614,0.14152700186219738,0.15828677839851024,0.10614525139664804,0.00186219739292365,0.0186219739292365,0.03910614525139665,0.040968342644320296,0.0893854748603352,0.055865921787709494,0.0670391061452514,578.0
유럽,체코,체코여행,2024-11-01,0.0,0.03903345724907063,0.06691449814126393,0.09107806691449814,0.15985130111524162,0.16356877323420074,0.23234200743494424,0.0,0.011152416356877323,0.03903345724907063,0.020446096654275093,0.02973977695167286,0.08178438661710037,0.06505576208178439,568.0
유럽,아이슬란드,아이슬란드여행,2024-11-01,0.00186219739292365,0.061452513966480445,0.07076350093109869,0.1266294227188082,0.1564245810055866,0.09497206703910614,0.14152700186219738,0.0,0.024208566108007448,0.024208566108007448,0.0856610800744879,0.08379888268156424,0.037243947858473,0.09124767225325885,543.0
유럽,영국,영국여행,2024-11-01,0.00392156862745098,0.10196078431372549,0.10588235294117647,0.07450980392156863,0.11960784313725491,0.15294117647058825,0.1392156862745098,0.0,0.0392156862745098,0.056862745098039215,0.03529411764705882,0.06666666666666667,0.056862745098039215,0.047058823529411764,520.0
유럽,프랑스,프랑스여행,2024-11-01,0.0,0.1165644171779141,0.07566462167689161,0.08588957055214724,0.147239263803681,0.15950920245398773,0.1329243353783231,0.0,0.028629856850715747,0.02044989775051125,0.028629856850715747,0.05521472392638037,0.05725971370143149,0.09202453987730061,510.0
유럽,크로아티아,크로아티아여행,2024-11-01,0.0,0.010940919037199124,0.019693654266958426,0.06783369803063458,0.12472647702407003,0.12910284463894967,0.3522975929978118,0.0,0.015317286652078774,0.02188183807439825,0.019693654266958426,0.05689277899343545,0.04814004376367615,0.13347921225382933,466.0
유럽,그리스,그리스여행,2024-11-01,0.0,0.05458515283842795,0.06550218340611354,0.1091703056768559,0.14847161572052403,0.12882096069868995,0.2205240174672489,0.0,0.015283842794759825,0.021834061135371178,0.05240174672489083,0.07641921397379912,0.039301310043668124,0.06768558951965066,463.0
유럽,독일,독일여행,2024-11-01,0.002183406113537118,0.08078602620087336,0.13100436681222707,0.1331877729257642,0.16812227074235808,0.0982532751091703,0.13537117903930132,0.0,0.026200873362445413,0.039301310043668124,0.03056768558951965,0.05021834061135371,0.048034934497816595,0.056768558951965066,459.0
아시아,러시아,러시아여행,2024-11-01,0.004705882352941176,0.04,0.07764705882352942,0.12705882352941175,0.12941176470588237,0.07529411764705882,0.08235294117647059,0.0,0.02823529411764706,0.042352941176470586,0.058823529411764705,0.21176470588235294,0.09176470588235294,0.03058823529411765,434.0
유럽,오스트리아,오스트리아여행,2024-11-01,0.0,0.016129032258064516,0.08870967741935484,0.10752688172043011,0.1935483870967742,0.13978494623655913,0.18548387096774194,0.0,0.013440860215053764,0.024193548387096774,0.024193548387096774,0.07258064516129033,0.06451612903225806,0.06989247311827956,389.0
서아시아,조지아,조지아여행,2024-11-01,0.0,0.0,0.03134796238244514,0.09090909090909091,0.1755485893416928,0.10658307210031348,0.23197492163009403,0.0,0.006269592476489028,0.02821316614420063,0.02821316614420063,0.08463949843260188,0.06896551724137931,0.14733542319749215,328.0
남아시아,스리랑카,스리랑카여행,2024-11-01,0.0,0.006920415224913495,0.010380622837370242,0.06228373702422145,0.11418685121107267,0.10034602076124567,0.22145328719723184,0.0,0.006920415224913495,0.01384083044982699,0.058823529411764705,0.08996539792387544,0.1245674740484429,0.1903114186851211,313.0
유럽,핀란드,핀란드여행,2024-11-01,0.0072992700729927005,0.08394160583941605,0.08029197080291971,0.11313868613138686,0.13138686131386862,0.15693430656934307,0.10583941605839416,0.0,0.06569343065693431,0.043795620437956206,0.04744525547445255,0.072992700729927,0.058394160583941604,0.032846715328467155,291.0
유럽,네덜란드,네덜란드여행,2024-11-01,0.0,0.058823529411764705,0.10980392156862745,0.17647058823529413,0.1607843137254902,0.12549019607843137,0.13725490196078433,0.0,0.0196078431372549,0.023529411764705882,0.027450980392156862,0.058823529411764705,0.07058823529411765,0.03137254901960784,271.0
유럽,헝가리,헝가리여행,2024-11-01,0.003952569169960474,0.03162055335968379,0.09881422924901186,0.07509881422924901,0.16600790513833993,0.12648221343873517,0.22529644268774704,0.0,0.023715415019762844,0.039525691699604744,0.03162055335968379,0.05928853754940711,0.04743083003952569,0.07114624505928854,270.0
남아시아,인도,인도여행,2024-11-01,0.0,0.0,0.02962962962962963,0.040740740740740744,0.17407407407407408,0.0962962962962963,0.25925925925925924,0.0,0.014814814814814815,0.018518518518518517,0.003703703703703704,0.10740740740740741,0.09259259259259259,0.16296296296296298,262.0
유럽,덴마크,덴마크여행,2024-11-01,0.0,0.08914728682170543,0.05426356589147287,0.1124031007751938,0.1511627906976744,0.13565891472868216,0.24806201550387597,0.0,0.01937984496124031,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.07364341085271318,261.0
남아메리카,쿠바,쿠바여행,2024-11-01,0.0,0.01276595744680851,0.07659574468085106,0.1702127659574468,0.10638297872340426,0.0851063829787234,0.13191489361702127,0.0,0.01702127659574468,0.03829787234042553,0.01702127659574468,0.13191489361702127,0.08936170212765958,0.12340425531914893,229.0
아프리카,모로코,모로코여행,2024-11-01,0.0,0.004484304932735426,0.1031390134529148,0.04932735426008968,0.16143497757847533,0.05829596412556054,0.2556053811659193,0.0,0.02242152466367713,0.04932735426008968,0.026905829596412557,0.12556053811659193,0.07623318385650224,0.06726457399103139,225.0
동아시아,미얀마,미얀마여행,2024-11-01,0.0,0.009433962264150943,0.03773584905660377,0.0330188679245283,0.0660377358490566,0.0660377358490566,0.08490566037735849,0.0,0.009433962264150943,0.014150943396226415,0.0660377358490566,0.17452830188679244,0.1509433962264151,0.28773584905660377,215.0
중앙아시아,우즈베키스탄,우즈베키스탄여행,2024-11-01,0.0,0.020512820512820513,0.02564102564102564,0.05641025641025641,0.1076923076923077,0.12307692307692308,0.1641025641025641,0.0,0.015384615384615385,0.020512820512820513,0.03076923076923077,0.08205128205128205,0.14871794871794872,0.20512820512820512,195.0
남아시아,몰디브,몰디브여행,2024-11-01,0.0,0.0055248618784530384,0.03314917127071823,0.027624309392265192,0.23204419889502761,0.15469613259668508,0.10497237569060773,0.0,0.0055248618784530384,0.0055248618784530384,0.016574585635359115,0.14917127071823205,0.143646408839779,0.12154696132596685,184.0
중동,아랍에미리트,아랍에미리트여행,2024-11-01,0.0,0.08888888888888889,0.08333333333333333,0.13333333333333333,0.17777777777777778,0.11666666666666667,0.05555555555555555,0.0,0.06111111111111111,0.03333333333333333,0.05,0.1,0.06111111111111111,0.03888888888888889,181.0
중앙아시아,키르기스스탄,키르기스스탄여행,2024-11-01,0.0,0.0,0.0658682634730539,0.1377245508982036,0.04790419161676647,0.1437125748502994,0.10778443113772455,0.0,0.011976047904191617,0.029940119760479042,0.05389221556886228,0.11377245508982035,0.1317365269461078,0.15568862275449102,172.0
남아시아,네팔,네팔여행,2024-11-01,0.0,0.0,0.04294478527607362,0.05521472392638037,0.15337423312883436,0.05521472392638037,0.20245398773006135,0.0,0.012269938650306749,0.018404907975460124,0.049079754601226995,0.10429447852760736,0.1411042944785276,0.1656441717791411,172.0
아시아,카자흐스탄,카자흐스탄여행,2024-11-01,0.0,0.0064516129032258064,0.05806451612903226,0.08387096774193549,0.15483870967741936,0.14193548387096774,0.09032258064516129,0.0,0.0,0.012903225806451613,0.05161290322580645,0.16129032258064516,0.12258064516129032,0.11612903225806452,163.0
유럽,몰타,몰타여행,2024-11-01,0.0,0.0,0.05521472392638037,0.12883435582822086,0.25153374233128833,0.17177914110429449,0.18404907975460122,0.0,0.0,0.0,0.012269938650306749,0.06748466257668712,0.05521472392638037,0.0736196319018405,162.0
남아메리카,멕시코,멕시코여행,2024-11-01,0.0,0.0718954248366013,0.0915032679738562,0.08496732026143791,0.13071895424836602,0.09803921568627451,0.09803921568627451,0.0,0.0457516339869281,0.032679738562091505,0.05228758169934641,0.12418300653594772,0.0784313725490196,0.0915032679738562,159.0
유럽,폴란드,폴란드여행,2024-11-01,0.006329113924050633,0.08227848101265822,0.10759493670886076,0.04430379746835443,0.13291139240506328,0.20253164556962025,0.0949367088607595,0.0,0.012658227848101266,0.056962025316455694,0.012658227848101266,0.10759493670886076,0.10759493670886076,0.03164556962025317,157.0
유럽,노르웨이,노르웨이여행,2024-11-01,0.0,0.02097902097902098,0.09090909090909091,0.07692307692307693,0.16783216783216784,0.13986013986013987,0.21678321678321677,0.0,0.04195804195804196,0.04895104895104895,0.013986013986013986,0.04895104895104895,0.055944055944055944,0.07692307692307693,156.0
유럽,아일랜드,아일랜드여행,2024-11-01,0.0,0.007575757575757576,0.08333333333333333,0.1590909090909091,0.2196969696969697,0.06818181818181818,0.19696969696969696,0.0,0.0,0.007575757575757576,0.015151515151515152,0.10606060606060606,0.045454545454545456,0.09090909090909091,146.0
동아시아,브루나이,브루나이여행,2024-11-01,0.0,0.0,0.007633587786259542,0.022900763358778626,0.183206106870229,0.17557251908396945,0.2900763358778626,0.0,0.015267175572519083,0.022900763358778626,0.05343511450381679,0.08396946564885496,0.09923664122137404,0.04580152671755725,141.0
유럽,스웨덴,스웨덴여행,2024-11-01,0.015748031496062992,0.13385826771653545,0.14173228346456693,0.1889763779527559,0.14173228346456693,0.11023622047244094,0.12598425196850394,0.0,0.023622047244094488,0.007874015748031496,0.015748031496062992,0.047244094488188976,0.023622047244094488,0.023622047244094488,139.0
유럽,우크라이나,우크라이나여행,2024-11-01,0.0,0.013986013986013986,0.06993006993006994,0.16783216783216784,0.1258741258741259,0.04895104895104895,0.006993006993006993,0.006993006993006993,0.027972027972027972,0.04895104895104895,0.11888111888111888,0.2867132867132867,0.06293706293706294,0.013986013986013986,139.0
남아메리카,페루,페루여행,2024-11-01,0.0,0.034722222222222224,0.034722222222222224,0.034722222222222224,0.09027777777777778,0.1111111111111111,0.3194444444444444,0.0,0.006944444444444444,0.04861111111111111,0.04861111111111111,0.09722222222222222,0.09027777777777778,0.08333333333333333,137.0
유럽,벨기에,벨기에여행,2024-11-01,0.0,0.0390625,0.125,0.1796875,0.15625,0.125,0.0859375,0.0,0.0,0.0234375,0.0703125,0.078125,0.078125,0.0390625,134.0
오세아니아,팔라우,팔라우여행,2024-11-01,0.0,0.0,0.008695652173913044,0.043478260869565216,0.10434782608695652,0.16521739130434782,0.12173913043478261,0.0,0.0,0.0,0.043478260869565216,0.1826086956521739,0.1826086956521739,0.14782608695652175,120.0
유럽,룩셈부르크,룩셈부르크여행,2024-11-01,0.00980392156862745,0.0,0.09803921568627451,0.10784313725490197,0.049019607843137254,0.058823529411764705,0.3137254901960784,0.0,0.0196078431372549,0.0392156862745098,0.00980392156862745,0.049019607843137254,0.08823529411764706,0.1568627450980392,106.0
유럽,슬로베니아,슬로베니아여행,2024-11-01,0.0,0.0,0.05952380952380952,0.047619047619047616,0.16666666666666666,0.16666666666666666,0.20238095238095238,0.0,0.0,0.0,0.0,0.08333333333333333,0.011904761904761904,0.2619047619047619,98.0
남아메리카,브라질,브라질여행,2024-11-01,0.0,0.08045977011494253,0.04597701149425287,0.011494252873563218,0.09195402298850575,0.06896551724137931,0.05747126436781609,0.0,0.05747126436781609,0.08045977011494253,0.10344827586206896,0.08045977011494253,0.20689655172413793,0.11494252873563218,95.0
남아메리카,아르헨티나,아르헨티나여행,2024-11-01,0.0,0.09375,0.109375,0.03125,0.203125,0.078125,0.03125,0.0,0.03125,0.0625,0.125,0.140625,0.0625,0.03125,82.0
남아메리카,볼리비아,볼리비아여행,2024-11-01,0.0,0.058823529411764705,0.1323529411764706,0.11764705882352941,0.19117647058823528,0.10294117647058823,0.10294117647058823,0.0,0.029411764705882353,0.07352941176470588,0.10294117647058823,0.058823529411764705,0.0,0.029411764705882353,77.0
유럽,불가리아,불가리아여행,2024-11-01,0.0,0.012987012987012988,0.11688311688311688,0.025974025974025976,0.05194805194805195,0.06493506493506493,0.07792207792207792,0.0,0.0,0.03896103896103896,0.05194805194805195,0.24675324675324675,0.2077922077922078,0.1038961038961039,74.0
아프리카,탄자니아,탄자니아여행,2024-11-01,0.0,0.013333333333333334,0.13333333333333333,0.06666666666666667,0.21333333333333335,0.04,0.05333333333333334,0.0,0.0,0.06666666666666667,0.10666666666666667,0.17333333333333334,0.05333333333333334,0.08,72.0
오세아니아,피지,피지여행,2024-11-01,0.0,0.0,0.10144927536231885,0.13043478260869565,0.21739130434782608,0.2028985507246377,0.08695652173913043,0.0,0.014492753623188406,0.028985507246376812,0.057971014492753624,0.043478260869565216,0.07246376811594203,0.043478260869565216,72.0
중동,요르단,요르단여행,2024-11-01,0.0,0.0,0.18032786885245902,0.11475409836065574,0.21311475409836064,0.01639344262295082,0.14754098360655737,0.0,0.01639344262295082,0.08196721311475409,0.04918032786885246,0.06557377049180328,0.04918032786885246,0.06557377049180328,69.0
유럽,몬테네그로,몬테네그로여행,2024-11-01,0.0,0.028985507246376812,0.014492753623188406,0.07246376811594203,0.17391304347826086,0.07246376811594203,0.42028985507246375,0.0,0.0,0.014492753623188406,0.0,0.07246376811594203,0.057971014492753624,0.07246376811594203,68.0
남아시아,부탄,부탄여행,2024-11-01,0.0,0.015873015873015872,0.047619047619047616,0.015873015873015872,0.2222222222222222,0.14285714285714285,0.1746031746031746,0.0,0.0,0.047619047619047616,0.015873015873015872,0.14285714285714285,0.06349206349206349,0.1111111111111111,63.0
아프리카,튀니지,튀니지여행,2024-11-01,0.0,0.0,0.01694915254237288,0.01694915254237288,0.13559322033898305,0.1016949152542373,0.2711864406779661,0.0,0.0,0.06779661016949153,0.05084745762711865,0.15254237288135594,0.01694915254237288,0.1694915254237288,62.0
남아시아,방글라데시,방글라데시여행,2024-11-01,0.0,0.05357142857142857,0.16071428571428573,0.07142857142857142,0.125,0.03571428571428571,0.05357142857142857,0.0,0.0,0.017857142857142856,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.125,61.0
남아시아,파키스탄,파키스탄여행,2024-11-01,0.0,0.0,0.09836065573770492,0.0,0.08196721311475409,0.06557377049180328,0.08196721311475409,0.0,0.0,0.03278688524590164,0.09836065573770492,0.16393442622950818,0.16393442622950818,0.21311475409836064,60.0
남아메리카,칠레,칠레여행,2024-11-01,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.07692307692307693,0.21153846153846154,0.07692307692307693,0.07692307692307693,0.0,0.0,0.09615384615384616,0.1346153846153846,0.019230769230769232,0.11538461538461539,0.019230769230769232,59.0
중동,이스라엘,이스라엘여행,2024-11-01,0.0,0.04838709677419355,0.04838709677419355,0.08064516129032258,0.20967741935483872,0.12903225806451613,0.04838709677419355,0.0,0.08064516129032258,0.016129032258064516,0.0967741935483871,0.12903225806451613,0.0967741935483871,0.016129032258064516,58.0
중동,사우디아라비아,사우디아라비아여행,2024-11-01,0.0,0.05660377358490566,0.20754716981132076,0.05660377358490566,0.22641509433962265,0.03773584905660377,0.11320754716981132,0.0,0.018867924528301886,0.07547169811320754,0.03773584905660377,0.09433962264150944,0.018867924528301886,0.05660377358490566,57.0
아프리카,마다가스카르,마다가스카르여행,2024-11-01,0.0,0.05660377358490566,0.07547169811320754,0.018867924528301886,0.16981132075471697,0.07547169811320754,0.05660377358490566,0.0,0.11320754716981132,0.05660377358490566,0.07547169811320754,0.18867924528301888,0.03773584905660377,0.07547169811320754,56.0
유럽,모나코,모나코여행,2024-11-01,0.0,0.0,0.07017543859649122,0.0,0.17543859649122806,0.08771929824561403,0.22807017543859648,0.0,0.0,0.017543859649122806,0.08771929824561403,0.12280701754385964,0.10526315789473684,0.10526315789473684,56.0
남아메리카,콜롬비아,콜롬비아여행,2024-11-01,0.0,0.0196078431372549,0.0392156862745098,0.0784313725490196,0.1568627450980392,0.13725490196078433,0.09803921568627451,0.0,0.0,0.0196078431372549,0.09803921568627451,0.09803921568627451,0.0784313725490196,0.17647058823529413,55.0
아프리카,남아프리카공화국,남아프리카공화국여행,2024-11-01,0.0,0.019230769230769232,0.07692307692307693,0.07692307692307693,0.19230769230769232,0.019230769230769232,0.17307692307692307,0.0,0.057692307692307696,0.038461538461538464,0.057692307692307696,0.07692307692307693,0.057692307692307696,0.15384615384615385,53.0
아프리카,케냐,케냐여행,2024-11-01,0.0,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.17777777777777778,0.15555555555555556,0.15555555555555556,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.0,0.1111111111111111,0.08888888888888889,0.1111111111111111,51.0
유럽,슬로바키아,슬로바키아여행,2024-11-01,0.0,0.0,0.14,0.16,0.14,0.12,0.1,0.0,0.0,0.02,0.06,0.04,0.12,0.1,51.0
유럽,루마니아,루마니아여행,2024-11-01,0.0,0.0,0.022222222222222223,0.08888888888888889,0.28888888888888886,0.08888888888888889,0.08888888888888889,0.0,0.0,0.022222222222222223,0.044444444444444446,0.2222222222222222,0.044444444444444446,0.08888888888888889,48.0
중동,오만,오만여행,2024-11-01,0.0,0.0,0.022222222222222223,0.044444444444444446,0.4222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.022222222222222223,0.06666666666666667,0.1111111111111111,0.044444444444444446,0.044444444444444446,48.0
중동,이란,이란여행,2024-11-01,0.0,0.0,0.0,0.023809523809523808,0.09523809523809523,0.16666666666666666,0.047619047619047616,0.0,0.0,0.07142857142857142,0.11904761904761904,0.2857142857142857,0.07142857142857142,0.11904761904761904,47.0
유럽,아제르바이잔,아제르바이잔여행,2024-11-01,0.0,0.0,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.1111111111111111,0.3111111111111111,0.1111111111111111,0.0,0.022222222222222223,0.0,0.022222222222222223,0.044444444444444446,0.17777777777777778,44.0
중동,카타르,카타르여행,2024-11-01,0.0,0.0,0.1111111111111111,0.08333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.027777777777777776,0.1111111111111111,40.0
북아메리카,코스타리카,코스타리카여행,2024-11-01,0.0,0.0,0.047619047619047616,0.07142857142857142,0.11904761904761904,0.19047619047619047,0.23809523809523808,0.0,0.0,0.023809523809523808,0.047619047619047616,0.14285714285714285,0.023809523809523808,0.09523809523809523,40.0
북아메리카,바하마,바하마여행,2024-11-01,0.0,0.0,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.10256410256410256,0.07692307692307693,0.0,0.0,0.05128205128205128,0.07692307692307693,0.15384615384615385,0.28205128205128205,0.1282051282051282,36.0
오세아니아,파푸아뉴기니,파푸아뉴기니여행,2024-11-01,0.0,0.0,0.0,0.15384615384615385,0.23076923076923078,0.0,0.1282051282051282,0.0,0.0,0.05128205128205128,0.07692307692307693,0.3076923076923077,0.0,0.05128205128205128,36.0
남아메리카,베네수엘라,베네수엘라여행,2024-11-01,0.0,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.0,0.02702702702702703,0.0,0.08108108108108109,0.13513513513513514,0.10810810810810811,0.24324324324324326,0.16216216216216217,0.10810810810810811,34.0
아프리카,소말리아,소말리아여행,2024-11-01,0.029411764705882353,0.0,0.058823529411764705,0.08823529411764706,0.029411764705882353,0.0,0.0,0.0,0.11764705882352941,0.0,0.08823529411764706,0.35294117647058826,0.058823529411764705,0.17647058823529413,33.0
중앙아시아,타지키스탄,타지키스탄여행,2024-11-01,0.0,0.0,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.3793103448275862,0.0,0.0,0.10344827586206896,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.10344827586206896,33.0
아프리카,모리셔스,모리셔스여행,2024-11-01,0.0,0.0,0.21739130434782608,0.043478260869565216,0.21739130434782608,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.0,0.13043478260869565,0.21739130434782608,32.0
동아시아,동티모르,동티모르여행,2024-11-01,0.0,0.0,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.18518518518518517,0.0,0.0,0.037037037037037035,0.07407407407407407,0.37037037037037035,0.1111111111111111,0.0,30.0
북아메리카,그린란드,그린란드여행,2024-11-01,0.03571428571428571,0.0,0.07142857142857142,0.0,0.25,0.17857142857142858,0.03571428571428571,0.0,0.0,0.03571428571428571,0.03571428571428571,0.17857142857142858,0.17857142857142858,0.0,30.0
